number,serve position,serve velocity,landing position,target,drone hitting positon,drone hitting velocity,drone hitting attitude
1,  3.56034 -0.606722         2,-5.52836  2.28716  7.65755,-3.25832  2.21426        0,   3 1.67    0,-2.43979  1.87562  1.95608,2.41857 2.32579 1.58998,0.0437896  0.255426 0.0115814  0.965767
2,   3.1226 -0.177229         2,-6.34064  2.24241  6.66794,-4.10717  2.37963        0,   3 1.67    0,failed,failed,failed
3,  4.04036 -0.592443         2,-3.67986  1.55521  6.88189,-0.563987   1.35347         0,   3 1.67    0,failed,failed,failed
4,  3.52506 -0.259135         2,-4.72226   1.6436  7.27355,-2.35065  1.78593        0,   3 1.67    0,failed,failed,failed
5, 3.99336 0.612888        2,-4.24223  1.33306  7.14631,-1.32977  2.28561        0,   3 1.67    0,failed,failed,failed
6,   3.5595 -0.700695         2,-3.16362  1.30212  8.05639,-0.725031   1.06278         0,   3 1.67    0,failed,failed,failed
7, 3.76799 0.188422        2,-5.28592 0.796189  7.85807,-2.94933  1.20022        0,   3 1.67    0,failed,failed,failed
8,      3.2612 -0.000194814            2,-3.81484  1.81809  7.99348,-1.77483   2.3999        0,   3 1.67    0,-1.44858  2.24441  1.23868, 3.99479  1.81006 0.164616, 0.0419384   0.221664 0.00954271   0.974174
9,  4.3547 0.202199        2,-5.58539 0.648082  8.37188,-2.84858  1.03801        0,   3 1.67    0,-2.20361 0.963169  1.72021, 2.61048  1.34683 0.888493, -0.0166924    0.251019 -0.00432939    0.967829
10,  3.64822 -0.718619         2,-5.8452  2.0739  8.0699,-3.66289  1.87539        0,   3 1.67    0,failed,failed,failed
11,  4.24437 -0.181424         2,-3.76647  1.90619  7.75968,-0.676831   2.30916         0,   3 1.67    0,failed,failed,failed
12, 3.97014 0.800975        2,-6.54272 0.581387   8.4926,-4.28562  1.53458        0,   3 1.67    0,failed,failed,failed
13, 4.45399 0.413524        2,-6.29615 0.524558  8.45427,-3.52982  1.07869        0,   3 1.67    0,-2.69884  1.00946  1.96586,2.21574 1.43128  1.2804, -0.0170897    0.264898 -0.00469553    0.964113
14, 4.43139 0.112657        2,-4.39143  1.57286  7.85028,-1.26106   2.1515        0,   3 1.67    0,failed,failed,failed
15, 4.39914 0.184873        2,-3.85986 0.633295  8.11479,-0.773273   1.03352         0,   3 1.67    0,failed,failed,failed
16,  4.33049 -0.482515         2,-4.84045  2.09304  7.67472,-1.77659  2.15822        0,   3 1.67    0,failed,failed,failed
17,  3.81446 -0.107858         2,-5.99803 0.980165  7.59864,-3.53681  1.09345        0,   3 1.67    0,failed,failed,failed
18,4.04634  0.7456       2,-4.40453   0.3221  6.69737,-1.33487  1.13913        0,   3 1.67    0,-0.942477   1.11043    1.1176, 4.36201  1.23853 0.212016, -0.0197563    0.218162 -0.00441741    0.975703
19,  4.27647 -0.299207         2,-4.97607  1.92644  7.94875,-2.07016  2.15784        0,   3 1.67    0,-1.65193  1.99592  1.24897, 3.81303  1.63178 0.187141, 0.0355621   0.238896 0.00875519   0.970354
20,3.05504 0.79789       2,-4.04986 0.912909  7.29011,-2.11796  1.96398        0,   3 1.67    0,failed,failed,failed
21, 3.74752 0.623635        2,-3.99261 0.546513  7.61161,-1.45654  1.33597        0,   3 1.67    0,-1.12993  1.29127  1.12404, 3.74153  1.70359 0.203347, -0.0117821     0.21704 -0.00261983    0.976088
22,  3.26093 -0.251681         2,-3.13528  1.04616  7.00083,-0.76389   1.0913        0,   3 1.67    0,failed,failed,failed
23, 3.34059 0.447997        2,-6.06141    1.173  7.87266,-4.18068  1.90351        0,   3 1.67    0,-3.07287  1.68912  2.36025,1.56554 2.18428 2.28704, 0.0152499   0.269772 0.00427299   0.962794
24,  3.5003 0.347854        2,-5.83636   1.5351  7.57241,-3.6467 2.22768       0,   3 1.67    0,-2.78654  2.00144  1.94867, 2.3441 2.73839 1.76942, 0.0296563   0.261955 0.00805381   0.964591
25,  3.72963 -0.788419         2,-5.90662   1.9141  7.40924,-3.41656  1.52737        0,   3 1.67    0,failed,failed,failed
26, 3.73424 0.107183        2,-6.78189 0.935558  6.61217,-3.94007  1.16585        0,   3 1.67    0,-2.66846 0.990433  2.14595,2.01146 1.19634 2.35674,-0.00277167     0.27114 -0.00078076    0.962536
27,  3.94038 -0.662362         2,-5.80258    1.239  7.52971,-3.17087 0.856069        0,   3 1.67    0,failed,failed,failed
28, 3.34091 0.633332        2,-4.0267 1.24844 7.38747,-1.81287  2.23122        0,   3 1.67    0,-1.42609   2.1113  1.27605,  3.5595  2.57195 0.561728,  0.027053   0.225449 0.00626279   0.973859
29, 4.14441 0.136055        2,-3.98522  1.09979  7.77798,-1.07309  1.57591        0,   3 1.67    0,failed,failed,failed
30,   3.61757 -0.0669904          2,-6.68101  1.05418    6.699,-4.00981  1.13651        0,   3 1.67    0,-2.71389  0.93203  2.20709,1.93893 1.07971 2.41769, -0.00111502     0.270874 -0.000313761     0.962614
31, 3.45538 0.362306        2,-3.10291  1.23593  8.49315,-0.846609   2.07584         0,   3 1.67    0,failed,failed,failed
32, 4.04966 0.209656        2,-5.28022  1.11678   7.3339,-2.46446  1.58741        0,   3 1.67    0,failed,failed,failed
33,   3.9273 -0.205232         2,-4.9245 1.14406 6.56856,-1.93843  1.15749        0,   3 1.67    0,-1.37814  1.02733  1.35839, 3.73241  1.45404 0.765224,-0.000563573     0.231048 -0.000133833     0.972942
34,3.44284 0.41026       2,-3.14667 0.346905  6.79565,-0.569157  0.852563         0,   3 1.67    0,failed,failed,failed
35,  3.49242 -0.756934         2,-4.65964  1.40368  7.02033,-2.24375 0.971034        0,   3 1.67    0,failed,failed,failed
36,  3.39174 -0.123664         2,-3.81627  1.23289  7.78867,-1.63052  1.49883        0,   3 1.67    0,-1.28042  1.38573  1.26356, 3.53559  1.71872 0.353221,0.00651893   0.217892 0.00145543    0.97595
37, 3.13691 0.437326        2,-4.60135  1.34532  6.55796,-2.38139  2.05073        0,   3 1.67    0,failed,failed,failed
38,  3.89046 -0.823044         2,-6.44635  2.35063  7.55786,-3.81973  1.98844        0,   3 1.67    0,failed,failed,failed
39,4.44432 0.38809       2,-7.10992  1.42481  7.90915,-4.09631  2.09961        0,   3 1.67    0,-3.00044     1.88  2.15633,1.90399 2.50066 1.93685, 0.0228686   0.278707 0.00663865   0.960081
40, 3.99526 -0.26331        2,-4.48074  1.22213  8.36107,-1.95598   1.3599        0,   3 1.67    0,failed,failed,failed
41,  3.43314 -0.829689         2,-5.14808    1.901  7.76559,-3.04862   1.5638        0,   3 1.67    0,-2.35679  1.30833  1.80343,2.61554 1.64318 1.30632,0.0213037  0.247347 0.0054398  0.968677
42,  4.43216 -0.401573         2,-6.05161  1.89124  8.68145,-3.31087  2.01827        0,   3 1.67    0,failed,failed,failed
43,  3.47534 0.0479622         2,-4.80737  1.69228  7.22328,-2.46656  2.13962        0,   3 1.67    0,-1.91401  1.94512  1.49158, 3.50705  2.35157 0.879788,0.032739 0.238385 0.008041 0.970585
44, 3.55864 0.175059        2,-5.80836 0.966128  7.31567,-3.50108  1.34933        0,   3 1.67    0,-2.51431   1.1852  2.08452, 2.1379 1.50266 1.87947,1.83389e-05    0.258527 4.90794e-06    0.966004
45,4.21901  -0.337       2,-6.60073  1.76901   7.2702,-3.55931   1.7476        0,   3 1.67    0,failed,failed,failed
46, 3.33843 0.390678        2,-2.91328 0.469986   7.5634,-0.561951   1.01991         0,   3 1.67    0,failed,failed,failed
47, 3.45667 0.103494        2,-5.12217   1.7312  6.67211,-2.61497  2.15559        0,   3 1.67    0,-1.91626  1.91944  1.62429, 3.1184 2.65128 1.34139, 0.0350186   0.244608 0.00884031   0.968949
48,  3.67451 -0.164467         2,-4.81276  1.33584  6.88022,-2.18118  1.46085        0,   3 1.67    0,-1.61917  1.30486   1.4338, 3.39164  1.78839 0.905131, 0.0099972   0.233914 0.00240535   0.972203
49,  3.35955 -0.183263         2,-5.33088  2.18573  6.88892,-2.98335   2.4174        0,   3 1.67    0,failed,failed,failed
50,  3.93278 0.0837416         2,-6.75631  1.28689  7.58496,-4.14322    1.622        0,   3 1.67    0,failed,failed,failed
51,  3.61214 -0.471779         2,-5.97919   1.2982  7.40067,-3.63938  1.10266        0,   3 1.67    0,failed,failed,failed
52,  3.60276 -0.681632         2,-4.69951  1.81406  8.21909,-2.5228 1.68289       0,   3 1.67    0,-1.98399   1.4749    1.653, 2.81371  1.74366 0.831848, 0.0213154   0.239815 0.00526677    0.97057
53,  3.3153 0.796136        2,-3.39123 0.623254  7.34791,-1.11083  1.60959        0,   3 1.67    0,failed,failed,failed
54,  4.42311 -0.776876         2,-4.6082 1.56078 8.26739,-1.63187  1.27392        0,   3 1.67    0,-1.27854  1.15425  1.16774, 3.52161  1.41306 0.070964,0.00428697   0.229232 0.00100961   0.973362
55,   3.1056 -0.324877         2,-3.93665  1.43509  7.51219,-1.9758 1.52753       0,   3 1.67    0,-1.53583  1.36714  1.45277, 3.72294  1.46303 0.548744, 0.0126855   0.220839 0.00287263   0.975223
56,  4.25566 -0.663043         2,-6.57673  2.53471  7.57841,-3.57143  2.35356        0,   3 1.67    0,-2.64439  1.99628  1.91347,2.41942 2.54988 1.65057,0.0494648  0.268678 0.0138171   0.96186
57, 3.86995 0.191627        2,-7.38302  1.48181  6.65848,-4.35836  1.84309        0,   3 1.67    0,-2.91653  1.55371  2.24003,1.82344  2.4528 2.56812,  0.020961   0.283406 0.00619607   0.958751
58,  3.37685 -0.760747         2,-5.76411  1.83078  7.26933,-3.57109  1.44604        0,   3 1.67    0,failed,failed,failed
59,  3.96806 -0.760202         2,-3.95254  2.06034  6.51502,-0.802736   1.72667         0,   3 1.67    0,failed,failed,failed
60, 4.33872 0.619084        2,-7.56212 0.733456  6.88532,-4.18416  1.44573        0,   3 1.67    0,failed,failed,failed
